manufacturer,our_sku,supplier_sku,product_name,active,category,material_type,product_use,mpn,family_id,family_name,knowledge_file,thermal_r_value,acoustic_rw,nrc_aw,performance_source,tds_url,sds_url,validation_status,validation_notes,bot_content_status,family_confidence,family_recommendation_eligible,sku_selection_eligible,source_workbook,source_sha256
Thermotec,E-flex ST 13mm Wall * 6mm,THEREFLEXSTPIPEID6T13L2000,E-flex ST 13mm Wall * 6mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 6mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 6mm,THEREFLEXSTPIPEID6T19L2000,E-flex ST 19mm Wall * 6mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 6mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 6mm,THEREFLEXSTPIPEID6T25L2000,E-flex ST 25mm Wall * 6mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 6mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 9mm,THEREFLEXSTPIPEID9T9L2000,E-flex ST 9mm Wall * 9mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 9mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 9mm,THEREFLEXSTPIPEID9T13L2000,E-flex ST 13mm Wall * 9mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 9mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 9mm,THEREFLEXSTPIPEID9T19L2000,E-flex ST 19mm Wall * 9mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 9mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 9mm,THEREFLEXSTPIPEID9T25L2000,E-flex ST 25mm Wall * 9mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 9mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 13mm,THEREFLEXSTPIPEID13T9L2000,E-flex ST 9mm Wall * 13mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 13mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 13mm,THEREFLEXSTPIPEID13T13L2000,E-flex ST 13mm Wall * 13mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 13mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 13mm,THEREFLEXSTPIPEID13T19L2000,E-flex ST 19mm Wall * 13mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 13mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 13mm,THEREFLEXSTPIPEID13T25L2000,E-flex ST 25mm Wall * 13mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 13mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 16mm,THEREFLEXSTPIPEID16T9L2000,E-flex ST 9mm Wall * 16mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 16mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 16mm,THEREFLEXSTPIPEID16T13L2000,E-flex ST 13mm Wall * 16mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 16mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 16mm,THEREFLEXSTPIPEID16T19L2000,E-flex ST 19mm Wall * 16mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 16mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 16mm,THEREFLEXSTPIPEID16T25L2000,E-flex ST 25mm Wall * 16mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 16mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 19mm,THEREFLEXSTPIPEID19T9L2000,E-flex ST 9mm Wall * 19mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 19mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 19mm,THEREFLEXSTPIPEID19T13L2000,E-flex ST 13mm Wall * 19mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 19mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 19mm,THEREFLEXSTPIPEID19T19L2000,E-flex ST 19mm Wall * 19mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 19mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 19mm,THEREFLEXSTPIPEID19T25L2000,E-flex ST 25mm Wall * 19mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 19mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 38mm Wall * 19mm,THEREFLEXSTPIPEID19T38L2000,E-flex ST 38mm Wall * 19mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 38mm Wall * 19mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 22mm,THEREFLEXSTPIPEID22T9L2000,E-flex ST 9mm Wall * 22mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 22mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 22mm,THEREFLEXSTPIPEID22T13L2000,E-flex ST 13mm Wall * 22mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 22mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 22mm,THEREFLEXSTPIPEID22T19L2000,E-flex ST 19mm Wall * 22mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 22mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 22mm,THEREFLEXSTPIPEID22T25L2000,E-flex ST 25mm Wall * 22mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 22mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 25mm,THEREFLEXSTPIPEID25T9L2000,E-flex ST 9mm Wall * 25mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 25mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 25mm,THEREFLEXSTPIPEID25T13L2000,E-flex ST 13mm Wall * 25mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 25mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 25mm,THEREFLEXSTPIPEID25T19L2000,E-flex ST 19mm Wall * 25mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 25mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 25mm Wall * 25mm,THEREFLEXSTPIPEID25T25L2000,E-flex ST 25mm Wall * 25mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 25mm Wall * 25mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 9mm Wall * 28mm,THEREFLEXSTPIPEID28T9L2000,E-flex ST 9mm Wall * 28mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 9mm Wall * 28mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 13mm Wall * 28mm,THEREFLEXSTPIPEID28T13L2000,E-flex ST 13mm Wall * 28mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 13mm Wall * 28mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Thermotec,E-flex ST 19mm Wall * 28mm,THEREFLEXSTPIPEID28T19L2000,E-flex ST 19mm Wall * 28mm,Yes,Pipe Insulation,Elastomeric Foam,Pipe,E-flex ST 19mm Wall * 28mm,THERMOTEC_E_FLEX_ST,E-Flex ST Pipe Insulation,knowledge/thermotec/e-flex-st.md,Review: R1.2 | R2.5,Not stated,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec-4-zero.pdf,https://www.brierleyhose.com.au/uploads/6/1/8/4/61849789/thermotec.pdf,REVIEW,Material conflict between product and spec fields; Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
