manufacturer,our_sku,supplier_sku,product_name,active,category,material_type,product_use,mpn,family_id,family_name,knowledge_file,thermal_r_value,acoustic_rw,nrc_aw,performance_source,tds_url,sds_url,validation_status,validation_notes,bot_content_status,family_confidence,family_recommendation_eligible,sku_selection_eligible,source_workbook,source_sha256
Fletcher,FI PW Batt 168,FIPWBATT100W168L1200PK,P/Wall Btt 1200*168*100 338005,Yes,Batt,Rockwool,Party Wall Acoustic,4006706,FLETCHER_PARTY_WALL_STONEWOOL,Fletcher Protect / Fire Stop Party Wall Stonewool,knowledge/fletcher/party-wall-stonewool.md,R2.0,Review: Rw 40 | Rw 50,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS_Party_Wall_Stonewool_Batts-Blankets_Rev_5_05122024.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Duplicate Our SKU; Duplicate SKU; Material conflict between product and spec fields; Acoustic Rw conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PW Batt 168,FIPWBATT100W168L1200PK,Pink Batts Wall Insulation,,Wall Insulation,Glasswool,External Walls; Internal Walls,,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,R1.5,Not stated,NRC 0.95; αw 1.0,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Duplicate Our SKU; Duplicate SKU; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI Protect PW Batt 300,FIPROTECTPWBATT50W300L1200PK,Protect PW Batt 1200*300*50,Yes,Batt,Rockwool,Party Wall Fire,4010579,FLETCHER_PARTY_WALL_STONEWOOL,Fletcher Protect / Fire Stop Party Wall Stonewool,knowledge/fletcher/party-wall-stonewool.md,Not stated,Review: Rw 40+ | Rw 40-65,NRC 1.00; α 0.9 (reported),Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS_Party_Wall_Stonewool_Batts-Blankets_Rev_5_05122024.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Duplicate Our SKU; Duplicate SKU; Material conflict between product and spec fields; Acoustic Rw conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI Protect PW Batt 300,FIPROTECTPWBATT50W300L1200PK,Fletcher Protect Party Wall Stonewool Batts,,Party Wall Insulation,Stonewool,Party Walls; External Walls; Soffits; Roofing,,FLETCHER_PARTY_WALL_STONEWOOL,Fletcher Protect / Fire Stop Party Wall Stonewool,knowledge/fletcher/party-wall-stonewool.md,R1.5,Rw 40,Not stated,Spec Total R-value; Spec Product R-value; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS_Party_Wall_Stonewool_Batts-Blankets_Rev_5_05122024.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Duplicate Our SKU; Duplicate SKU; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,pbattflr,FIPBFLOORT90W430L1160PK12,Pink Floor Batts 1160*430mm,Yes,Batt,Glasswool,Floor,4006073/900263,FLETCHER_PINK_BATTS_FLOOR,Pink Batts Floor Insulation,knowledge/fletcher/pink-batts-floor.md,Review: R2.2 | R2.5,Rw 35,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Floor-Rev2-15042024-2.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 20430,FIPBR20T90W430L1160PK24,PinkBatt R2.0 1160*430*90,Yes,Batt,Glasswool,Internal Wall | External Wall,4006093,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R2.2 | R2.0,Rw 35,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 20580,FIPBR20T90W580L1160PK24,PinkBatt R2.0 1160*580*90,Yes,Batt,Glasswool,Internal Wall | External Wall,4006094,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R2.17 | R2.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 20430HD,FIPBHDR20T70W430L1160PK12,PinkBatt R2.0HD 1160*430*70,Yes,Batt,Glasswool,Internal Wall | External Wall,900210,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R2.2 | R2.0,Rw 38,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 20580HD,FIPBHDR20T70W580L1160PK12,PinkBatt R2.0HD 1160*580*70,Yes,Batt,Glasswool,Internal Wall | External Wall,900211,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R2.17 | R2.0,Rw 35,NRC 0.90,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 25430HD,FIPBHDR25T90W430L1160PK12,PinkBatt R2.5HD 1160*430*90,Yes,Batt,Glasswool,Internal Wall | External Wall,900253,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R2.7 | R2.5,Rw 39,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 25580HD,FIPBHDR25T90W580L1160PK12,PinkBatt R2.5HD 1160*580*90,Yes,Batt,Glasswool,Internal Wall | External Wall,900256,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R2.67 | R2.5,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2024/TDS-Pink-Batts-Wall-Rev12-010225.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 40430HD,FIPBHDR40T140W430L1160PK5,PinkBatt R4.0HD 1160*430*140,Yes,Batt,Glasswool,Internal Wall | External Wall,4021220,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R4.5 | R4.0,Rw 40,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 40580HD,FIPBHDR40T140W580L1160PK5,PinkBatt R4.0HD 1160*580*140,Yes,Batt,Glasswool,Internal Wall | External Wall,4021241,FLETCHER_PINK_BATTS_WALL,Pink Batts Wall Insulation,knowledge/fletcher/pink-batts-wall.md,Review: R4.17 | R4.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 30430,FIPBR30T155W430L1160PK16,PinkBatt R3.0 1160*430*155,Yes,Batt,Glasswool,Ceiling,901304,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R3.5 | R3.0,Rw 36,Not stated,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 30580,FIPBR30T155W580L1160PK16,PinkBatt R3.0 1160*580*155,Yes,Batt,Glasswool,Ceiling,901305,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R3.17 | R3.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 35430,FIPBR35T175W430L1160PK16,PinkBatt R3.5 1160*430*175,Yes,Batt,Glasswool,Ceiling,901354,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R3.67 | R3.5,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 35580,FIPBR35T175W580L1160PK10,PinkBatt R3.5 1160*580*175,Yes,Batt,Glasswool,Ceiling,901355,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R3.67 | R3.5,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 41430,FIPBR41T195W430L1160PK10,PinkBatt R4.1 1160*430*195,Yes,Batt,Glasswool,Ceiling,901414,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R4.27 | R4.1,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 41580,FIPBR41T195W580L1160PK10,PinkBatt R4.1 1160*580*195,Yes,Batt,Glasswool,Ceiling,901415,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R4.27 | R4.1,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 50430,FIPBR50T215W430L1160PK8,PinkBatt R5.0 1160*430*215,Yes,Batt,Glasswool,Ceiling,901504,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R5.17 | R5.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 50580,FIPBR50T215W580L1160PK8,PinkBatt R5.0 1160*580*215,Yes,Batt,Glasswool,Ceiling,901505,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R5.17 | R5.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 60430,FIPBR60T250W430L1160PK6,PinkBatt R6.0 1160*430*250,Yes,Batt,Glasswool,Ceiling,901604,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R6.17 | R6.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 60580,FIPBR60T250W580L1160PK6,PinkBatt R6.0 1160*580*250,Yes,Batt,Glasswool,Ceiling,901605,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R6.17 | R6.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 70430,FIPBR70T250W430L1160PK4,PinkBatt R7.0 1160*430*250,Yes,Batt,Glasswool,Ceiling,901704,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R7.17 | R7.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI PB 70580,FIPBR70T250W580L1160PK4,PinkBatt R7.0 1160*580*250,Yes,Batt,Glasswool,Ceiling,901705,FLETCHER_PINK_BATTS_CEILING,Pink Batts Ceiling Insulation,knowledge/fletcher/pink-batts-ceiling.md,Review: R7.17 | R7.0,Rw 40+,NRC 0.95,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2019/11/TDS-Pink-Batts-Ceiling-v4.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI SB 17430 SB,FISBR17W430L1160PK12,PinksSoundB R1.7 SB 1160*430,Yes,Batt,Glasswool,Internal Wall | Ceiling | General Acoustic,902191,FLETCHER_SOUNDBREAK,Soundbreak Acoustic Insulation,knowledge/fletcher/soundbreak.md,Review: R1.87 | R1.7,Rw 40,NRC 0.75,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2023/TDS-Pink-Soundbreak-Rev6-150124.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI SB 17580 SB,FISBR17W580L1160PK12,PinksSoundB R1.7 SB 1160*580,Yes,Batt,Glasswool,Internal Wall | Ceiling | General Acoustic,902192,FLETCHER_SOUNDBREAK,Soundbreak Acoustic Insulation,knowledge/fletcher/soundbreak.md,Review: R1.87 | R1.7,Rw 40,NRC 0.75,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2023/TDS-Pink-Soundbreak-Rev6-150124.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI SB 20430 SB,FISBR20W430L1160PK10,PinksSoundB R2.0 SB 1160*430,Yes,Batt,Glasswool,Internal Wall | Ceiling | General Acoustic,902193,FLETCHER_SOUNDBREAK,Soundbreak Acoustic Insulation,knowledge/fletcher/soundbreak.md,Review: R2.17 | R2.0,Rw 45,NRC 0.75,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2023/TDS-Pink-Soundbreak-Rev6-150124.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI SB 20580 SB,FISBR20W580L1160PK10,PinksSoundB R2.0 SB 1160*580,Yes,Batt,Glasswool,Internal Wall | Ceiling | General Acoustic,902194,FLETCHER_SOUNDBREAK,Soundbreak Acoustic Insulation,knowledge/fletcher/soundbreak.md,Review: R2.17 | R2.0,Rw 45,NRC 0.75,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2023/TDS-Pink-Soundbreak-Rev6-150124.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
Fletcher,FI SB 27430 SB,FISBR27W430L1160PK8,PinksSoundB R2.7 SB 1160*430,Yes,Batt,Glasswool,Internal Wall | Ceiling | General Acoustic,902198,FLETCHER_SOUNDBREAK,Soundbreak Acoustic Insulation,knowledge/fletcher/soundbreak.md,Review: R2.87 | R2.7,Rw 50,NRC 0.75,Spec Total R-value; Spec Product R-value; Spec Acoustic Rating; Legacy performance,https://insulation.com.au/wp-content/uploads/2023/TDS-Pink-Soundbreak-Rev6-150124.pdf,https://insulation.com.au/wp-content/uploads/2024/SUIS-FBS-1-Glasswool-Bio-soluble-Insulation-Rev3-171024.pdf,REVIEW,Thermal R conflict between legacy and spec fields; Order Flag contains repeated 6712; confirm intended meaning; Order Quantity contains repeated 6712; confirm intended meaning,READY,manufacturer_supported,True,False,Product_Master_Bot_Sheet1_Validated.xlsx,cab733ff840db5bb8116e4869b42915772cd667d035912612bd78c0d35b4b5b7
